,age,odometer_value,body_type_suv,number_of_photos,engine_capacity,price_usd
0,-0.8753176780706674,-0.4329785068447197,0,-0.10636556637348211,0.662782283881355,15260.0
1,0.11666503118990611,0.30200360115062386,0,0.3860204273301997,1.4077511863364567,7000.0
2,0.24066286984747778,1.1251835621054087,1,-0.9270088892129519,0.662782283881355,3920.0
3,0.48865854716262114,-1.755946301236338,0,-0.10636556637348211,1.4077511863364567,13998.6
4,0.24066286984747778,0.2285053903510895,0,0.7142777564659876,0.662782283881355,2987.754
5,-0.999315516728239,-0.8559680598171199,0,1.6990497438733512,0.662782283881355,20580.0
6,0.6126563858201929,0.509856541291707,0,-0.27049423094137603,0.662782283881355,4200.0
7,-0.13133064612523726,0.74299286594783,0,-0.43462289550927,0.662782283881355,6300.0
8,-0.8753176780706674,-0.5138265387242075,0,1.2066637501696695,0.662782283881355,18060.0
9,0.48865854716262114,2.3696332178998842,0,-0.27049423094137603,0.662782283881355,5880.0
10,-0.007332807467665582,0.2285053903510895,1,0.7142777564659876,-0.08218661857374661,9660.0
11,-0.627322000755524,0.05210968443220705,1,1.3707924147375634,2.3017138692825787,11690.0
12,0.11666503118990611,0.5298480546291804,1,0.5501490918980937,-0.08218661857374661,6020.0
13,0.24066286984747778,-1.4619608078592807,0,-0.27049423094137603,-1.1251430820108888,2332.4
14,-0.999315516728239,-0.6925374382832753,0,2.355564402144927,0.662782283881355,12040.0
15,-0.13133064612523726,-0.6298140651869527,0,1.2066637501696695,-0.08218661857374661,10220.0
16,-0.25532848478280895,0.5125759750912898,0,-0.43462289550927,1.4077511863364567,10623.158
17,-0.25532848478280895,-0.42562868576476626,0,0.3860204273301997,-0.08218661857374661,15330.0
18,-1.371309032700954,-0.5138265387242075,1,0.7142777564659876,-0.08218661857374661,17780.0
19,-1.2473111940433823,-0.6608229603232763,1,-0.5987515600771639,-0.08218661857374661,23100.0
20,-0.627322000755524,0.06309766694673744,0,0.05776309819441183,0.662782283881355,12180.0
21,-0.25532848478280895,-0.0551830036929532,1,1.3707924147375634,1.4077511863364567,10500.0
22,-0.37932632344038064,-0.44767814900462655,1,3.3403363895522906,1.4077511863364567,12110.0
23,0.24066286984747778,-0.06548745284704792,0,-0.7628802246450579,0.662782283881355,4900.0
24,0.11666503118990611,0.003953656716352138,0,0.3860204273301997,0.662782283881355,5320.0
25,-0.5033241620979523,0.008010757952486436,1,-0.43462289550927,1.4077511863364567,10080.0
26,0.7366542244777645,1.23543087830471,0,1.3707924147375634,-0.08218661857374661,2590.0
27,0.48865854716262114,0.9414380351065728,0,0.3860204273301997,0.662782283881355,5320.0
28,0.48865854716262114,0.3755018119501582,0,-0.5987515600771639,-0.08218661857374661,4200.0
29,-0.13133064612523726,0.15500717955155516,0,0.05776309819441183,-0.08218661857374661,8680.0
30,0.48865854716262114,1.4371393680229523,0,-0.5987515600771639,-0.08218661857374661,5180.0
31,1.1086477404504795,0.3681519908702048,0,-0.10636556637348211,0.2158009424082943,910.0
32,1.2326455791080513,0.6694946551482956,0,-0.9270088892129519,-0.6781617405378277,2800.0
33,1.4806412564231946,-0.9220650007891411,0,-0.5987515600771639,0.2158009424082943,1120.0
34,-0.999315516728239,-0.9621656246013671,0,2.683821731280715,0.662782283881355,20930.0
35,-0.627322000755524,-0.02055799658529257,0,0.5501490918980937,-0.8271555210288483,7490.0
36,-1.6193047100160975,-0.8831697476340276,0,2.355564402144927,2.3017138692825787,23882.768
37,1.1086477404504795,-1.0944624040405289,0,-0.5987515600771639,-0.08218661857374661,2380.0
38,0.48865854716262114,0.6900006559613657,0,0.7142777564659876,0.662782283881355,4900.0
39,0.7366542244777645,1.0369857091459673,1,-0.27049423094137603,-0.08218661857374661,4200.0
40,-0.627322000755524,-0.2492329798458838,0,0.05776309819441183,0.662782283881355,11340.0
41,-0.37932632344038064,0.2909788695306937,0,2.519693066712821,0.662782283881355,11900.0
42,-0.25532848478280895,-0.17573476904634946,1,-0.43462289550927,1.4077511863364567,10500.0
43,0.24066286984747778,0.4490000227496926,0,-0.9270088892129519,0.662782283881355,4620.0
44,-1.371309032700954,-0.9401161613615068,1,1.0425350856017754,-0.08218661857374661,20930.0
45,-0.007332807467665582,-0.05078781068714105,1,1.0425350856017754,0.662782283881355,6286.0
46,0.6126563858201929,-1.8273424632070059,0,0.22189176276230577,0.662782283881355,3710.0
47,-0.5033241620979523,-0.2933319063256044,0,0.05776309819441183,-0.08218661857374661,9730.0
48,-0.37932632344038064,-0.3962294014449525,0,0.3860204273301997,1.4077511863364567,11480.0
49,-1.371309032700954,-0.8981854321003724,0,2.027307073009139,0.662782283881355,23100.0
50,-0.627322000755524,-0.6229493322982762,0,-0.27049423094137603,0.662782283881355,11900.0
51,-0.7513198394130957,-0.7784200976025312,0,0.3860204273301997,-0.8271555210288483,9030.0
52,0.11666503118990611,1.5771314101328253,0,0.5501490918980937,0.662782283881355,4410.0
53,0.6126563858201929,0.5362350491476598,0,0.22189176276230577,0.2158009424082943,2660.0
54,-0.25532848478280895,0.008010757952486436,0,-0.10636556637348211,-0.08218661857374661,6858.6
55,0.48865854716262114,0.0815089687520208,0,-0.9270088892129519,0.662782283881355,3500.0
56,0.48865854716262114,0.3755018119501582,1,-0.5987515600771639,-0.08218661857374661,2380.0
57,0.48865854716262114,0.8021368761782153,0,0.7142777564659876,0.662782283881355,2520.0
58,-0.007332807467665582,0.3461025276303445,0,-0.43462289550927,-0.08218661857374661,8610.0
59,-1.1233133553858108,-0.48442725440439377,1,-0.7628802246450579,-0.08218661857374661,18060.0
60,-0.8753176780706674,-0.9768652667612739,0,0.05776309819441183,0.662782283881355,10150.0
61,0.9846499017929079,1.4779749739431736,0,3.012079060416503,-0.08218661857374661,1260.0
62,-0.627322000755524,-0.5064767176442541,0,-0.27049423094137603,0.662782283881355,13160.0
63,0.24066286984747778,0.6948882869795348,0,-1.4193948829166336,-0.08218661857374661,4620.0
64,-0.7513198394130957,-0.33906984290615466,0,-1.0911375537808459,0.662782283881355,11480.0
65,0.24066286984747778,-0.13898566364658227,1,-0.5987515600771639,0.662782283881355,5880.0
66,1.356643417765623,-1.2414588256395975,0,-0.43462289550927,-1.2741368625019094,2940.0
67,0.48865854716262114,1.171215491529157,0,0.22189176276230577,0.662782283881355,2098.6
68,-0.8753176780706674,-1.8280259965674415,0,1.0425350856017754,0.662782283881355,13720.0
69,0.6126563858201929,0.3755018119501582,0,0.7142777564659876,0.662782283881355,3500.0
70,0.24066286984747778,0.2652544957508567,0,0.3860204273301997,0.662782283881355,5110.0
71,1.1086477404504795,0.8422154505272014,0,-0.27049423094137603,-0.08218661857374661,1960.0
72,-0.25532848478280895,-0.8950029595727526,0,0.22189176276230577,0.662782283881355,7560.0
73,-1.371309032700954,-1.1826602569999702,1,0.8784064210338816,-0.08218661857374661,18130.0
74,-1.1233133553858108,-0.8886674138018327,1,0.5501490918980937,-0.08218661857374661,21686.0
75,-0.8753176780706674,-0.5285261808841144,0,0.22189176276230577,0.662782283881355,18900.0
76,0.36466070850504945,0.74299286594783,0,-0.7628802246450579,-0.08218661857374661,2800.0
77,-0.25532848478280895,-0.5579254652039282,1,0.05776309819441183,0.662782283881355,10500.0
78,-0.13133064612523726,0.2285053903510895,1,0.3860204273301997,0.662782283881355,8120.0
79,0.6126563858201929,0.15500717955155516,1,0.22189176276230577,0.662782283881355,3850.0
80,0.8606520631353362,0.4490000227496926,0,1.6990497438733512,-0.08218661857374661,4618.6
81,0.8606520631353362,1.4779749739431736,0,0.8784064210338816,-0.08218661857374661,1960.0
82,-0.627322000755524,-0.5138265387242075,1,0.3860204273301997,2.3017138692825787,13860.0
83,-1.2473111940433823,-0.5432258230440212,0,1.0425350856017754,0.662782283881355,22260.0
84,-0.627322000755524,-0.8739677716419259,0,-0.10636556637348211,0.662782283881355,18900.0
85,0.48865854716262114,0.4122509173499254,1,0.3860204273301997,0.662782283881355,5250.0
